title,indegree
Integrating Discourse Markers Into A Pipelined Natural Language Generation Architecture,1
Adaptive Language Modeling for Word Prediction,1
Algorithms That Learn To Extract Information BBN: TIPSTER Phase III,1
Optimizing Story Link Detection Is Not Equivalent To Optimizing New Event Detection,1
SCANMail: Audio Navigation In The Voicemail Domain,1
A Three-Tiered Evaluation Approach For Interactive Spoken Dialogue Systems,1
An Effective Compositional Model for Lexical Alignment,1
Memory-Inductive Categorial Grammar: An Approach to Gap Resolution in Analytic-Language Translation,1
An Efficient Two Stage Approach To Robust Language Interpretation,1
From Extracting to Abstracting: Generating Quasi-abstractive Summaries,1
Word Sense Disambiguation Using Automatically Translated Sense Examples,1
Event-Based Information Extraction For The Biomedical Domain: The Caderige Project,1
Augmented X'-Schemes,1
Good Neighbors Make Good Senses: Exploiting Distributional Similarity for Unsupervised WSD,1
Using The Same System For Analyzing And Synthesizing Sentences,1
Generation Of VP Ellipsis: A Corpus-Based Approach,1
Lexicalized Tree Automata-Based Grammars For Translating Conversational Texts,1
Prosody And The Resolution Of Pronominal Anaphora,1
Voyellation Automatique De L'arabe,1
Mapping Lexical Entries In A Verbs Database To WordNet Senses,1
Extracting Exact Answers To Questions Based On Structural Links,1
Passage Selection To Improve Question Answering,1
Unsupervised Knowledge Acquisition About The Deletion Possibility Of Adnominal Verb Phrases,1
A Reliable Indexing Method For A Practical QA System,1
Towards Better Understanding Of Anaphora,1
Mandarin-English Information: Investigating Translingual Speech Retrieval,1
Inquiry Semantics: A Functional Semantics Of Natural Language Grammar,1
Natural Language Input For Scene Generation,1
Applications Of A Computer System For Transformational Grammar,1
A Quasi-Dependency Model for the Structural Analysis of Chinese BaseNPs,1
Automatic English-To-Korean Text Translation Of Telegraphic Messages In A Limited Domain,1
On Combining Language Models: Oracle Approach,1
A Client/Server Architecture For Word Sense Disambiguation,1
Exogeneous And Endogeneous Approaches To Semantic Categorization Of Unknown Technical Terms,1
A Perspective-Based Approach for Solving Textual Entailment Recognition,1
Recognizing And Responding To Plan-Oriented Misconceptions,1
Experiments With Tree-Structured MMI Encoders On The RM Task,1
A Text Generation System For Explaining Concepts In Geometry,1
Multi-Index Syntactical Calculus,1
Kullback-Leibler Distance Between Probabilistic Context-Free Grammars And Probabilistic Finite Automata,1
Complementing WordNet With Roget's And Corpus-Based Thesauri For Information Retrieval,1
Modeling Of Long Distance Context Dependency,1
Knowledge Extraction For Identification Of Chinese Organization Names,1
Extending MT Evaluation Tools With Translation Complexity Metrics,1
Splitting Input Sentence For Machine Translation Using Language Model With Sentence Similarity,1
Evaluating Natural Language Generated Database Records,1
Optimal Morphology,1
An Approach To The Automatic Acquisition Of Phonotactic Constraints,1
Integrating Ngram Model And Case-Based Learning For Chinese Word Segmentation,1
An Amharic Stemmer : Reducing Words to their Citation Forms,1
Session 5: Overview Of The ATIS System,1
Dynamic Compilation of Weighted Context-Free Grammars,1
Using Soundex Codes For Indexing Names In ASR Documents,1
Assessing Prosodic And Text Features For Segmentation Of Mandarin Broadcast News,1
Theoretical/Technical Issues In Natural Language Access To Databases,1
Are Very Large Context-Free Grammars Tractable?,1
Hypertext Authoring for Linking Relevant Segments of Related Instruction Manuals,1
UNIBA: JIGSAW algorithm for Word Sense Disambiguation,1
Towards A Prototyping Tool For Behavior Oriented Authoring Of Conversational Agents For Educational Applications,1
Overgeneration And Ranking For Spoken Dialogue Systems,1
Augmenting WordNet-Like Lexical Resources With Distributional Evidence: An Application-Oriented Perspective,1
A Generation-Oriented Workbench For Performance Grammar: Capturing Linear Order Variability In German And Dutch,1
Augmenting Noun Taxonomies By Combining Lexical Similarity Metrics,1
A Quantitative Model Of Word Order And Movement In English Dutch And German Complement Constructions,1
A Language Independent Method For Question Classification,1
Two Approaches to Correcting Homophone Confusions in a Hybrid Machine Translation System,1
Achieving Bidirectionality,1
Towards multi-lingual summarization: A comparative analysis of sentence extraction methods on English and Hebrew corpora,1
IIITH: Domain Specific Word Sense Disambiguation,1
The Role of Queries in Ranking Labeled Instances Extracted from Text,1
Filling Knowledge Gaps in Text for Machine Reading,1
Improving Name Origin Recognition with Context Features and Unlabelled Data,1
Designing Agreement Features for Realization Ranking,1
Tense and Aspect Assignment in Narrative Discourse,1
Hierarchical Reinforcement Learning for Adaptive Text Generation,1
Design Of A Lexical Database For Sanskrit,1
Towards a better understanding of uncertainties and speculations in Swedish clinical text – Analysis of an initial annotation trial,1
Creating and evaluating a consensus for negated and speculative words in a Swedish clinical corpus,1
Comparison of Classification and Ranking Approaches to Pronominal Anaphora Resolution in Czech,1
Measuring the Productivity of Determinerless PPs,1
A Comparative Study of Word Co-occurrence for Term Clustering in Language Model-based Sentence Retrieval,1
Putting the User in the Loop: Interactive Maximal Marginal Relevance for Query-Focused Summarization,1
Language Independent Named Entity Recognition in Indian Languages,1
Domain Focused Named Entity Recognizer for Tamil Using Conditional Random Fields,1
Mining Web Sites Using Unsupervised Adaptive Information Extraction,1
Beyond Lexical Units: Enriching WordNets With Phrasets,1
Automatic Evaluation Method for Machine Translation Using Noun-Phrase Chunking,1
Imposing Hierarchical Browsing Structures onto Spoken Documents,1
Automatic Treebank Conversion via Informed Decoding,1
All in Strings: a Powerful String-based Automatic MT Evaluation Metric with Multiple Granularities,1
KSU KDD: Word Sense Induction by Clustering in Topic Space,1
A Baseline Approach for Detecting Sentences Containing Uncertainty,1
Metadata-Aware Measures for Answer Summarization in Community Question Answering,1
Predicting Cloze Task Quality for Vocabulary Training,1
Contextual Information Improves OOV Detection in Speech,1
USFD2: Annotating Temporal Expresions and TLINKs for TempEval-2,1
Setswana Tokenisation and Computational Verb Morphology: Facing the Challenge of a Disjunctive Orthography,1
TAP-XL: An Automated Analyst's Assistant,1
A Hybrid Model for Annotating Named Entity Training Corpora,1
A Toolkit to Assist L2 Learners Become Independent Writers,1
Multiword Units In An MT Lexicon,1
Intersecting Hierarchical and Phrase-Based Models of Translation: Formal Aspects and Algorithms,1
Summarizing Key Concepts Using Citation Sentences,1
Pruning Non-Informative Text Through Non-Expert Annotations to Improve Aspect-Level Sentiment Classification,1
Minimized Models and Grammar-Informed Initialization for Supertagging with Highly Ambiguous Lexicons,1
Retrieving Correct Semantic Boundaries in Dependency Structure,1
Characteristics of High Agreement Affect Annotation in Text,1
Cross-Lingual Validity of PropBank in the Manual Annotation of French,1
The Unified Annotation of Syntax and Discourse in the Copenhagen Dependency Treebanks,1
Shallow Information Extraction from Medical Forum Data,1
Semi-supervised Semantic Pattern Discovery with Guidance from Unsupervised Pattern Clusters,1
Citations in the Digital Library of Classics: Extracting Canonical References by Using Conditional Random Fields,1
Identifying Sources of Inter-Annotator Variation: Evaluating Two Models of Argument Analysis,1
Detecting the Noteworthiness of Utterances in Human Meetings,1
Analysis of Listening-Oriented Dialogue for Building Listening Agents,1
Annotating Wall Street Journal Texts Using a Hand-Crafted Deep Linguistic Grammar,1
The GREC Challenges 2010: Overview and Evaluation Results,1
Cross-linguistic Attribute Selection for REG: Comparing Dutch and English,1
Writing Systems Transliteration and Decipherment,1
The CUED HiFST System for the WMT10 Translation Shared Task,1
MATREX: The DCU MT System for WMT 2010,1
Vs and OOVs: Two Problems for Translation between German and English,1
Combining Dictionaries and Contextual Information for Cross-Lingual Lexical Substitution,1
SWAT: Cross-Lingual Lexical Substitution using Local Context Matching Bilingual Dictionaries and Machine Translation,1
Vertex Degree Distribution for the Graph of Word Co-Occurrences in Russian,1
Jointly Optimizing a Two-Step Conditional Random Field Model for Machine Transliteration and Its Fast Decoding Algorithm,1
Predicting Human-Targeted Translation Edit Rate via Untrained Human Annotators,1
Challenges from Information Extraction to Information Fusion,1
Effective Constituent Projection across Languages,1
Language-Specific Sentiment Analysis in Morphologically Rich Languages,1
Hedge Classification with Syntactic Dependency Features Based on an Ensemble Classifier,1
Linguistically Light Lexical Extensions for Ontologies,1
Developing a Computer-facilitated Tool for Acquiring Near-synonyms in Chinese and English (short paper),1
Simple Semi-Supervised Training of Part-Of-Speech Taggers,1
Top-Down K-Best A* Parsing,1
Improving Chinese Semantic Role Labeling with Rich Syntactic Features,1
Predicate Argument Structure Analysis Using Transformation Based Learning,1
Overview Of The DARPA Speech And Natural Language Workshop,1
SemEval-2010 Task 7: Argument Selection and Coercion,1
Automatic generation of conversational utterances and narrative for Augmentative and Alternative Communication: a prototype system,1
The LIG Machine Translation System for WMT 2010,1
Classifying Japanese Polysemous Verbs based on Fuzzy C-means Clustering,1
Grouping Axioms for More Coherent Ontology Descriptions,1
Using fMRI activation to conceptual stimuli to evaluate methods for extracting conceptual representations from corpora,1
A Discriminative Syntactic Model for Source Permutation via Tree Transduction,1
Extraction of Disease-Treatment Semantic Relations from Biomedical Sentences,1
UCH-UPV English–Spanish System for WMT10,1
MANY: Open Source MT System Combination at WMT’10,1
Using SVMs with the Command Relation features to identify negated events in biomedical literature,1
Wrapping up a Summary: From Representation to Generation,1
Exploring Syntactic Structural Features for Sub-Tree Alignment Using Bilingual Tree Kernels,1
Using Smaller Constituents Rather Than Sentences in Active Learning for Japanese Dependency Parsing,1
TUD: Semantic Relatedness for Relation Classification,1
FBK-IRST: Semantic Relation Extraction Using Cyc,1
FBK_NK: A WordNet-Based System for Multi-Way Classification of Semantic Relations,1
Exploiting Multi-Features to Detect Hedges and their Scope in Biomedical Texts,1
An Empirical Study of Translation Rule Extraction with Multiple Parsers,1
Syntax-Driven Machine Translation as a Model of ESL Revision,1
Applying Syntactic Semantic and Discourse Constraints in Chinese Temporal Annotation,1
MIEA: a Mutual Iterative Enhancement Approach for Cross-Domain Sentiment Classification,1
High-Performance High-Volume Layered Corpora Annotation,1
Introducing MegaHAL,1
Paraphrases and Applications,1
TreeMatch: A Fully Unsupervised WSD System Using Dependency Knowledge on a Specific Domain,1
